resource_id,title,board,subject,target_grade,difficulty_level,format,duration_minutes,url
res_46981205,Chapter 1    Computer Networking | Cyber Code | Class 8,CBSE,Computer Science,Class 8,Beginner,video,23,https://www.youtube.com/watch?v=PAQz35Eplpw&pp=ygU2Q0JTRSBDbGFzcyA4IENvbXB1dGVyIFNjaWVuY2UgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_2d3f4813,class-viii.pdf,CBSE,Computer Science,Class 8,Beginner,text,11,https://kvkhagariadigitallibrary.files.wordpress.com/2018/05/class-viii.pdf
res_24cdbea1,DATA SCIENCE,CBSE,Computer Science,Class 8,Medium,text,24,https://cbseacademic.nic.in/web_material/codeingDS/classVIII_DS_Student_Handbook.pdf
res_42808818,Information Technology - Industries | Class 8 Geography | CBSE NCERT,CBSE,Information Technology,Class 8,Beginner,video,19,https://www.youtube.com/watch?v=7mcGabU1iL4&pp=ygU8Q0JTRSBDbGFzcyA4IEluZm9ybWF0aW9uIFRlY2hub2xvZ3kgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_aa568c7c,"1.Managing files and folders explanation in Hindi, Class 8 Information Technology chapter no.1",CBSE,Information Technology,Class 8,Medium,video,28,https://www.youtube.com/watch?v=169Urxgaok4&pp=ygU8Q0JTRSBDbGFzcyA4IEluZm9ybWF0aW9uIFRlY2hub2xvZ3kgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_770617ad,Information & Communication Technology (ICT) |  NTA UGC NET Paper 1 Syllabus | Part 1,CBSE,Information Technology,Class 8,Advanced,video,20,https://www.youtube.com/watch?v=u56EzXAvKQk&pp=ygU8Q0JTRSBDbGFzcyA4IEluZm9ybWF0aW9uIFRlY2hub2xvZ3kgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_4dcad30c,Class8,CBSE,Information Technology,Class 8,Beginner,text,25,https://cbseacademic.nic.in/web_material/Curriculum26/publication/middle/AI_Facilitators_Handbook_VIII.pdf
res_f47aa261,ICT student textbook - Teacher-Network,CBSE,Information Technology,Class 8,Beginner,text,29,https://teacher-network.in/OER/images/9/9a/ICT_student_textbook.pdf
res_3eefffc0,Emerging Modern Lifestyles Ch 8 Environment Studies . Class 8 cbse ( part 1),CBSE,Environmental Science,Class 8,Advanced,video,39,https://www.youtube.com/watch?v=i7PBvBqtlRM&pp=ygU7Q0JTRSBDbGFzcyA4IEVudmlyb25tZW50YWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_2a0095f9,Air Pollution - Pollution of Air and Water | Class 8 Science Chapter 18 | CBSE 2024-25,CBSE,Environmental Science,Class 8,Medium,video,45,https://www.youtube.com/watch?v=oqaKNQVIJb0&pp=ygU7Q0JTRSBDbGFzcyA4IEVudmlyb25tZW50YWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_b26a23f4,How Nature works in Harmony Class 8 || NEW NCERT || Science || Complete Chapter,CBSE,Environmental Science,Class 8,Beginner,video,29,https://www.youtube.com/watch?v=8AeuqbcjuHg&pp=ygU7Q0JTRSBDbGFzcyA4IEVudmlyb25tZW50YWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_8ddec44d,CBSE Class 8 Science Notes Chapter 5 PDF,CBSE,Environmental Science,Class 8,Beginner,text,15,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/dd621f5a-18e8-43b3-a695-8072889fcac2.pdf
res_c5660cff,CBSE Class 8 Science Notes Chapter 3 Overview,CBSE,Environmental Science,Class 8,Medium,text,10,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/cde977de-c0c6-440e-bce7-2b499b46bbe2.pdf
res_73380658,General Knowledge - Syllabus Overview | Class 8 General Knowledge,CBSE,General Knowledge,Class 8,Beginner,video,39,https://www.youtube.com/watch?v=TVYa_HWuh_s&pp=ygU3Q0JTRSBDbGFzcyA4IEdlbmVyYWwgS25vd2xlZGdlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_8f526508,50 General Knowledge Questions! 🧠🤯 How Good is Your General Knowledge?,CBSE,General Knowledge,Class 8,Beginner,video,42,https://www.youtube.com/watch?v=8MP8JlxfmQU&pp=ygU3Q0JTRSBDbGFzcyA4IEdlbmVyYWwgS25vd2xlZGdlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbtIHCQm-CgGHKiGM7w%3D%3D
res_4e285566,GK Questions for Class 8:MCQs,CBSE,General Knowledge,Class 8,Medium,text,26,https://cdnblogdiscover.leverageedu.com/discover/wp-content/uploads/2024/09/GK-Questions-for-Class-8.pdf
res_ccabef42,GENERAL KNOWLEDGE,CBSE,General Knowledge,Class 8,Beginner,text,22,http://www.gptcvillupuram.in/placement/gk-book.pdf
res_872981ca,download-9th-cbse-maths-notes,CBSE,Mathematics,Class 9,Beginner,text,18,https://www.eduinfo4all.com/download/9th-class-maths-notes.pdf
res_f96860ac,CBSE Class 9 Study Material and Notes PDF,CBSE,Mathematics,Class 9,Beginner,text,21,https://media.geeksforgeeks.org/wp-content/uploads/20240410175339/CBSE-Class-9-Study-Material-and-Notes.pdf
res_14689efd,NCERT Science Class 9 Chapter 9 | Rahul Saigaonker l StudyIQ IAS English,CBSE,Science,Class 9,Medium,video,20,https://www.youtube.com/watch?v=qc1YH3ZXe2g&pp=ygUtQ0JTRSBDbGFzcyA5IFNjaWVuY2UgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_de872dc9,NCERT Science Class 9 Chapter 1| Rahul Saigaonker l StudyIQ IAS English,CBSE,Science,Class 9,Medium,video,38,https://www.youtube.com/watch?v=F4ZkAM8junE&pp=ygUtQ0JTRSBDbGFzcyA5IFNjaWVuY2UgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_ec1980ba,CBSE Class 9 Study Material and Notes PDF,CBSE,Science,Class 9,Medium,text,18,https://media.geeksforgeeks.org/wp-content/uploads/20240410175339/CBSE-Class-9-Study-Material-and-Notes.pdf
res_0d2c9f2e,CBSE Class 9 Science Revision Notes CHAPTER – 1 Matter ...,CBSE,Science,Class 9,Beginner,text,19,https://hi-static.z-dn.net/files/daf/8bfa6018d6087ff8af3d2a72e408dce1.pdf
res_bb371e77,Summaries Of All Chapters from Beehive - Grade 9 Literature One Shot,CBSE,English,Class 9,Medium,video,27,https://www.youtube.com/watch?v=sxm8LmHz3I4&pp=ygUtQ0JTRSBDbGFzcyA5IEVuZ2xpc2ggZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_f2d5ae06,Wind Class 9 English Complete Chapter Summary Under 10 Mins | CBSE Class 9 Exams 2023 | BYJU'S,CBSE,English,Class 9,Medium,video,18,https://www.youtube.com/watch?v=s-K4mdjDOQg&pp=ygUtQ0JTRSBDbGFzcyA5IEVuZ2xpc2ggZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_1119d225,The Fun They Had Class 9 English Complete Chapter Summary Under 10 Mins | Class 9 Exams 2023,CBSE,English,Class 9,Beginner,video,27,https://www.youtube.com/watch?v=5f2W3ZQX2vA&pp=ygUtQ0JTRSBDbGFzcyA5IEVuZ2xpc2ggZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_b22708e0,English - Language and Literature (Class IX).pdf,CBSE,English,Class 9,Medium,text,25,https://cbseacademic.nic.in/web_material/publication/English%20-%20Language%20and%20Literature%20(Class%20IX).pdf
res_7add7864,CBSE Class 9 Study Material and Notes PDF,CBSE,English,Class 9,Beginner,text,15,https://media.geeksforgeeks.org/wp-content/uploads/20240410175339/CBSE-Class-9-Study-Material-and-Notes.pdf
res_8933b003,Class 9 Hindi Chapter 1 | Gillu - Explanation Sanchayan Course B,CBSE,Hindi,Class 9,Medium,video,25,https://www.youtube.com/watch?v=tGmhVS0pX7U&pp=ygUrQ0JTRSBDbGFzcyA5IEhpbmRpIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbtIHCQm-CgGHKiGM7w%3D%3D
res_e393d514,CBSE Class 9 Study Material and Notes PDF,CBSE,Hindi,Class 9,Beginner,text,12,https://media.geeksforgeeks.org/wp-content/uploads/20240410175339/CBSE-Class-9-Study-Material-and-Notes.pdf
res_0c1114be,Concepts of Money Management Hindi-IX.pdf,CBSE,Hindi,Class 9,Beginner,text,25,https://cbseacademic.nic.in/web_material/Curriculum/Vocational/2018/FMM/Concepts%20of%20Money%20Management%20Hindi-IX.pdf
res_e665cd7e,India | Size and Location - Chapter 1 Geography NCERT class 9,CBSE,Social Science,Class 9,Advanced,video,45,https://www.youtube.com/watch?v=VuDbizd_W6k&pp=ygU0Q0JTRSBDbGFzcyA5IFNvY2lhbCBTY2llbmNlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_e0cad206,CBSE Class 9 | Forest Society And Colonialism | Full Chapter Explanation  Digraj sir,CBSE,Social Science,Class 9,Advanced,video,30,https://www.youtube.com/watch?v=fua0AGRybg8&pp=ygU0Q0JTRSBDbGFzcyA5IFNvY2lhbCBTY2llbmNlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_e4098264,The French Revolution Class 9 One Shot in 15 Mins | NCERT Class 9 History Chapter 1 | CBSE 2024,CBSE,Social Science,Class 9,Advanced,video,17,https://www.youtube.com/watch?v=w8WZH7NuBmc&pp=ygU0Q0JTRSBDbGFzcyA5IFNvY2lhbCBTY2llbmNlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_ff24b9e7,CBSE Class 9 Study Material and Notes PDF,CBSE,Social Science,Class 9,Medium,text,28,https://media.geeksforgeeks.org/wp-content/uploads/20240410175339/CBSE-Class-9-Study-Material-and-Notes.pdf
res_06fe1904,The French Revolution notes for CBSE class 9 History,CBSE,Social Science,Class 9,Medium,text,22,https://mukutclasses.in/wp-content/uploads/2023/05/9.5.1.1_N_The_French_Revolution.pdf
res_8f47ea32,Motion Complete Chapter🔥| CLASS 9th Science| NCERT covered | Prashant Kirad,CBSE,Physics,Class 9,Medium,video,21,https://www.youtube.com/watch?v=jC6MW9KOQvU&pp=ygUtQ0JTRSBDbGFzcyA5IFBoeXNpY3MgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_d46464c1,PHYSICS,CBSE,Physics,Class 9,Beginner,text,28,https://kumarsir34.wordpress.com/wp-content/uploads/2019/04/physics-class-ix-reference-study-material.pdf
res_ee58f51f,Force and Laws of Motion notes for CBSE class 9 Physics,CBSE,Physics,Class 9,Beginner,text,10,https://www.scmemorial.org/images/news/21589175299.pdf
res_7dc9be65,Matter in Our Surroundings Complete Chapter🔥| CLASS 9th Science| NCERT covered| Prashant Kirad,CBSE,Chemistry,Class 9,Medium,video,44,https://www.youtube.com/watch?v=bmzDsWMSCTk&pp=ygUvQ0JTRSBDbGFzcyA5IENoZW1pc3RyeSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb27SBwkJvgoBhyohjO8%3D
res_20aacf41,CHEMISTRY,CBSE,Chemistry,Class 9,Beginner,text,12,https://kumarsir34.files.wordpress.com/2017/04/chemistry-class-ix-for-2017-181.pdf
res_d880f3f9,Is Matter Around Us Pure notes for CBSE class 9 Chemistry,CBSE,Chemistry,Class 9,Medium,text,16,https://images.topperlearning.com/topper/revisionnotes/54_Topper_21_101_1_2_19_Is_Matter_Around_Us_Pure__up201807051803_1530794023_8529.pdf?v=0.0.1
res_49f4255d,THE FUNDAMENTAL UNIT OF LIFE in 1 Shot | FULL Chapter Animation | Class 9th Biology | NCERT Science,CBSE,Biology,Class 9,Medium,video,22,https://www.youtube.com/watch?v=tbTeeqISUzo&pp=ygUtQ0JTRSBDbGFzcyA5IEJpb2xvZ3kgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_fda0749a,The Fundamental Unit of Life Complete Chapter🔥| CLASS 9th Science| NCERT covered| Prashant Kirad,CBSE,Biology,Class 9,Medium,video,38,https://www.youtube.com/watch?v=3YuuphvXYmo&pp=ygUtQ0JTRSBDbGFzcyA5IEJpb2xvZ3kgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_0ca304cf,BIOLOGY,CBSE,Biology,Class 9,Beginner,text,26,https://kumarsir34.files.wordpress.com/2017/04/biology-class-ix-for-2017-18.pdf
res_ad8adc31,CBSE Class 9 Study Material and Notes PDF,CBSE,Biology,Class 9,Beginner,text,13,https://media.geeksforgeeks.org/wp-content/uploads/20240410175339/CBSE-Class-9-Study-Material-and-Notes.pdf
res_2553d981,The French Revolution | 10 Minutes Rapid Revision | Class 9th History,CBSE,History,Class 9,Medium,video,23,https://www.youtube.com/watch?v=FxrY5xs7GjQ&pp=ygUtQ0JTRSBDbGFzcyA5IEhpc3RvcnkgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_f8183999,The French Revolution Class 9 full chapter (Animation) | Class 9 History Chapter 1 | CBSE | NCERT,CBSE,History,Class 9,Medium,video,45,https://www.youtube.com/watch?v=qjuqPfy6gwU&pp=ygUtQ0JTRSBDbGFzcyA5IEhpc3RvcnkgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_186c8fca,CBSE Class 9 History Notes Chapter 1 Overview,CBSE,History,Class 9,Beginner,text,12,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/866fae49-07ba-4ee3-89b2-ca18f57acc93.pdf
res_6a3bac09,The French Revolution notes for CBSE class 9 History,CBSE,History,Class 9,Beginner,text,21,https://mukutclasses.in/wp-content/uploads/2023/05/9.5.1.1_N_The_French_Revolution.pdf
res_24839f13,India : Size and Location Class 9 full Chapter (Animation) | Class 9 Geography Chapter 1 | CBSE,CBSE,Geography,Class 9,Beginner,video,16,https://www.youtube.com/watch?v=I_EMHGuo7YA&pp=ygUvQ0JTRSBDbGFzcyA5IEdlb2dyYXBoeSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_6bd9dda3,Physical Features of India Class 9 full Chapter in Animation | Class 9 Geography Chapter 2 | CBSE,CBSE,Geography,Class 9,Medium,video,17,https://www.youtube.com/watch?v=cv_DwtW0c-Q&pp=ygUvQ0JTRSBDbGFzcyA5IEdlb2dyYXBoeSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb27SBwkJvgoBhyohjO8%3D
res_08272be3,Physical Features of India notes for CBSE class 9 Geography,CBSE,Geography,Class 9,Beginner,text,16,https://mukutclasses.in/wp-content/uploads/2023/05/9.5.2.2_N_Physical_Features_of_India.pdf
res_5743c6f4,CBSE Class 9 Geography Notes Chapter 2 Physical ...,CBSE,Geography,Class 9,Medium,text,30,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/56862387-39d1-436e-8999-481b2b1ab280.pdf
res_4c996885,What is Democracy? Why Democracy? Class 9 CBSE Full Chapter (Animation) | Class 9 Civics Chapter 1,CBSE,Civics,Class 9,Beginner,video,21,https://www.youtube.com/watch?v=zum9LXY_o4Q&pp=ygUsQ0JTRSBDbGFzcyA5IENpdmljcyBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_536f0079,What is Democracy? Why Democracy | 10 Minutes Rapid Revision | Class 9 SST,CBSE,Civics,Class 9,Medium,video,15,https://www.youtube.com/watch?v=k_OoOzQSmQI&pp=ygUsQ0JTRSBDbGFzcyA5IENpdmljcyBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_10772e2d,Civics | What is Democracy? Why Democracy | Full Chapter Explanation | Digraj Singh Rajput,CBSE,Civics,Class 9,Medium,video,38,https://www.youtube.com/watch?v=Rs4J0b2c8i0&pp=ygUsQ0JTRSBDbGFzcyA5IENpdmljcyBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_7a6411c6,Working of Institutions notes for CBSE class 9 Civics,CBSE,Civics,Class 9,Medium,text,19,https://mukutclasses.in/wp-content/uploads/2023/05/9.5.3.4_N_Working_of_Institutions.pdf
res_b7777d3c,What is Democracy? - St. Peter's Sr. Sc. School,CBSE,Civics,Class 9,Beginner,text,17,https://stpetersschooljaora.com/elearn/Class9/SocialScience/CIVICSWHATISDEMOCRACYREVISIONNOTES.pdf
res_bfd4d74a,The Story of Village Palampur class 9 full chapter | class 9 Economics chapter 1 | CBSE | NCERT,CBSE,Economics,Class 9,Beginner,video,20,https://www.youtube.com/watch?v=ZmJ1pNWltW8&pp=ygUvQ0JTRSBDbGFzcyA5IEVjb25vbWljcyBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_1efe876d,Class 9 Economics Chapter 1 | The Story of Village Palampur Full Chapter Class 9 | CBSE,CBSE,Economics,Class 9,Medium,video,27,https://www.youtube.com/watch?v=Sr-IZFy2ERI&pp=ygUvQ0JTRSBDbGFzcyA5IEVjb25vbWljcyBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_d0f51e09,Economics |The story of village Palampur | Full Chapter Explanation | Digraj Singh Rajput,CBSE,Economics,Class 9,Advanced,video,36,https://www.youtube.com/watch?v=DIuqnCuMD-s&pp=ygUvQ0JTRSBDbGFzcyA5IEVjb25vbWljcyBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb27SBwkJvgoBhyohjO8%3D
res_a61a75a2,People as Resource notes for CBSE class 9 Economics,CBSE,Economics,Class 9,Medium,text,15,https://mukutclasses.in/wp-content/uploads/2023/05/9.5.4.2_N_People_as_Resource.pdf
res_ec234d15,CBSE Class 9 Economics Notes Chapter 1 Overview,CBSE,Economics,Class 9,Beginner,text,28,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/059a61bc-4e86-4b1d-bf9f-0b4e5b10690f.pdf
res_2e76a990,सन्‍धि,CBSE,Sanskrit,Class 9,Beginner,text,17,https://ncert.nic.in/textbook/pdf/jhva103.pdf
res_61ffcbac,CBSE Class 9 Study Materials - Googleapis.com,CBSE,Sanskrit,Class 9,Beginner,text,14,https://teachmint.storage.googleapis.com/public/497573839/StudyMaterial/46909bdf-b053-43a8-8e85-6c9e044c4130.pdf
res_f5bec8b7,Cyber Safety Class 9 full chapter explanation | Computer Application 165 |,CBSE,Computer Science,Class 9,Medium,video,21,https://www.youtube.com/watch?v=k28g5q3bVNM&pp=ygU2Q0JTRSBDbGFzcyA5IENvbXB1dGVyIFNjaWVuY2UgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_41c65401,Study Material/Notes of 9th Class All Chapters,CBSE,Computer Science,Class 9,Beginner,text,28,http://cspunjab.nirmancampus.co.in/notes/notes2526/complete%20notes/9th%20CS-Eng%202025-26.pdf
res_1e117450,InformatIon and Computer teChnology,CBSE,Computer Science,Class 9,Beginner,text,14,https://cbseacademic.nic.in/web_material/doc/2014/11_ICT-IX.pdf.pdf
res_0094ac58,Class 9 IT - Introduction to IT & ITeS | IT ( Code 402 ) UNIT 1 | Complete One Shot | 2025-26,CBSE,Information Technology,Class 9,Advanced,video,29,https://www.youtube.com/watch?v=NOY001PPuO8&pp=ygU8Q0JTRSBDbGFzcyA5IEluZm9ybWF0aW9uIFRlY2hub2xvZ3kgZnVsbCBjaGFwdGVyIGV4cGxhbmF0aW9u
res_af2633f0,InformatIon and Computer teChnology,CBSE,Information Technology,Class 9,Beginner,text,23,https://cbseacademic.nic.in/web_material/doc/2014/11_ICT-IX.pdf.pdf
res_0a524545,Information and Communication Technology Skills,CBSE,Information Technology,Class 9,Medium,text,16,https://ncert.nic.in/vocational/pdf/iees103.pdf
res_cf39da38,Class 9 Environmental Science Chapter 1 -  Understanding Our Environment Part 1,CBSE,Environmental Science,Class 9,Advanced,video,34,https://www.youtube.com/watch?v=08hO9IeEwyU&pp=ygU7Q0JTRSBDbGFzcyA5IEVudmlyb25tZW50YWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_ee982c5f,ENVIRONMENTAL SCIENCE in One Shot | SCIENCE in TAMIL | Class 9 TN Board,CBSE,Environmental Science,Class 9,Medium,video,20,https://www.youtube.com/watch?v=ZC7uHUHJ3Uw&pp=ygU7Q0JTRSBDbGFzcyA5IEVudmlyb25tZW50YWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_9d320ff5,IX -  STD -  SCIENCE - UNIT 24 -  ENVIRONMENTAL SCIENCE,CBSE,Environmental Science,Class 9,Advanced,video,24,https://www.youtube.com/watch?v=3QuURjNULvg&pp=ygU7Q0JTRSBDbGFzcyA5IEVudmlyb25tZW50YWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_e3a8b254,CBSE Class 9 Science Notes Chapter 14,CBSE,Environmental Science,Class 9,Beginner,text,19,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/8b93c999-23f3-4706-ae8c-df229c3d7c09.pdf
res_cd263b6f,GE3451 ENVIRONMENTAL SCIENCES AND ...,CBSE,Environmental Science,Class 9,Beginner,text,19,https://www.msajce-edu.in/academics/mech/LectureNote/GE3451-LN.pdf
res_b4f599a4,How Much Do You Know About India? 🇮🇳 General Knowledge Quiz & Trivia,CBSE,General Knowledge,Class 9,Beginner,video,22,https://www.youtube.com/watch?v=ghRoMMeci00&pp=ygU3Q0JTRSBDbGFzcyA5IEdlbmVyYWwgS25vd2xlZGdlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_385c1bcb,Class 9 General Knowledge Quiz | 50 Important Questions | Age 13 to 14 Years | GK Quiz | Grade 9,CBSE,General Knowledge,Class 9,Advanced,video,41,https://www.youtube.com/watch?v=DUU-Bba9H88&pp=ygU3Q0JTRSBDbGFzcyA5IEdlbmVyYWwgS25vd2xlZGdlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_5d75b78a,Student Support Material Graded Worksheets Class – IX & X,CBSE,General Knowledge,Class 9,Beginner,text,30,https://cdnbbsr.s3waas.gov.in/s3kv01825a9211f2dfdf28a3d01d3e7831/uploads/2025/07/2025071727.pdf
res_fc705c2c,Science Class - 9,CBSE,General Knowledge,Class 9,Medium,text,19,https://cbseacademic.nic.in/cbe/documents/SAS_Science-Class-9.pdf
res_74476078,Class 10th Maths Revision Paper,CBSE,Mathematics,Class 10,Medium,text,13,https://www.miteshrathiclasses.com/web_components/pdf/class-10th-maths-revision-paper.pdf
res_b28ae301,MATHEMATICS,CBSE,Mathematics,Class 10,Medium,text,10,https://kumarsir34.wordpress.com/wp-content/uploads/2019/10/mll-study-materials-maths-standard-class-x-2019-20.pdf
res_fc3360da,carbon and its compounds Full Chapter in Animation | Class 10th chapter 5 |CBSE Syllabus |  NCERT,CBSE,Science,Class 10,Beginner,video,22,https://www.youtube.com/watch?v=FDW4q366dH8&pp=ygUuQ0JTRSBDbGFzcyAxMCBTY2llbmNlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_1192d924,CLASS 10 HEREDITY & EVOLUTION Full chapter explanation (Animation) | NCERT Class 10 Chapter 8,CBSE,Science,Class 10,Beginner,video,33,https://www.youtube.com/watch?v=as157ZmxHzM&pp=ygUuQ0JTRSBDbGFzcyAxMCBTY2llbmNlIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_74d09f65,class-10th-science-revision-paper.pdf,CBSE,Science,Class 10,Beginner,text,20,https://www.miteshrathiclasses.com/web_components/pdf/class-10th-science-revision-paper.pdf
res_3c46ef98,CBSE Class 10 Science Revision Notes CHAPTER,CBSE,Science,Class 10,Medium,text,27,https://d2n7zouke881gi.cloudfront.net/CBSE+Class+10+notes/Science/pdf/10_science_notes_06+Life_Processes_1.pdf
res_c14a45f6,From the Diary of Anne Frank Class 10 (Animation) | Class 10 English Chapter 4 | One Shot / Summary,CBSE,English,Class 10,Medium,video,32,https://www.youtube.com/watch?v=fc7QwZ_JMyI&pp=ygUuQ0JTRSBDbGFzcyAxMCBFbmdsaXNoIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
res_a9a00255,CBSE Class 10 Study Material and Notes,CBSE,English,Class 10,Beginner,text,30,https://media.geeksforgeeks.org/wp-content/uploads/20240415145711/CBSE-Class-10-Study-Material-and-Notes.pdf
res_0edb2264,ENGLISH,CBSE,English,Class 10,Medium,text,21,https://cbseworld.weebly.com/uploads/2/8/1/5/28152469/179846587919931991_pro_ebook-1453111994english-10_comm_t-2.pdf
res_c097c0c3,Class 10 - Complete Hindi (Course B) in One Shot 🔥 | CBSE Boards Exam 2026,CBSE,Hindi,Class 10,Medium,video,31,https://www.youtube.com/watch?v=DwPwcq4UHN8&pp=ygUsQ0JTRSBDbGFzcyAxMCBIaW5kaSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_399a63d4,Class 10 - Complete Hindi (Course A) One Shot 🔥 | CBSE Boards Exam 2026,CBSE,Hindi,Class 10,Medium,video,40,https://www.youtube.com/watch?v=bRXqRc_wkas&pp=ygUsQ0JTRSBDbGFzcyAxMCBIaW5kaSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_64681523,Class 10th HINDI || LAST REVISION 🔥 || Must Watch Before Exam ‼️ || Board Exam 2026,CBSE,Hindi,Class 10,Medium,video,42,https://www.youtube.com/watch?v=kkn9uD2lkW8&pp=ygUsQ0JTRSBDbGFzcyAxMCBIaW5kaSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_024f0943,CLASS X AI PROJECT CYCLE NOTES,CBSE,Hindi,Class 10,Medium,text,29,https://cdnbbsr.s3waas.gov.in/s3kv05120f45d1b1f7ea3ae384dfcc8893/uploads/2024/10/2024102199.pdf
res_03a3232e,Handbook for Students,CBSE,Hindi,Class 10,Medium,text,10,https://www.cbse.gov.in/cbsenew/documents/Handbook_for_students.pdf
res_a93bf535,Federalism Class 10 cbse full chapter (Animation) | Civics Class 10 Chapter 2 | CBSE | NCERT,CBSE,Social Science,Class 10,Medium,video,31,https://www.youtube.com/watch?v=sEK76uqgJOA&pp=ygU1Q0JTRSBDbGFzcyAxMCBTb2NpYWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_b6f6935b,The Making of Global World | Full Chapter | CBSE Class 10 | Digraj Singh Rajput,CBSE,Social Science,Class 10,Medium,video,17,https://www.youtube.com/watch?v=DMs_3ZnaN5M&pp=ygU1Q0JTRSBDbGFzcyAxMCBTb2NpYWwgU2NpZW5jZSBmdWxsIGNoYXB0ZXIgZXhwbGFuYXRpb24%3D
res_8e1f0c7e,CBSE Class 10 Study Material and Notes,CBSE,Social Science,Class 10,Medium,text,10,https://media.geeksforgeeks.org/wp-content/uploads/20240415145711/CBSE-Class-10-Study-Material-and-Notes.pdf
res_c300a24b,CBSE Class 10 Social Science History Notes Chapter 1 PDF,CBSE,Social Science,Class 10,Medium,text,10,https://static.pw.live/5eb393ee95fab7468a79d189/GLOBAL_CMS_BLOGS/3bbc22a4-46b8-4793-a6f9-bc9418b0da57.pdf
res_24c4c00d,Light - Reflection & Refraction FULL CHAPTER in Animation |  NCERT Science | CBSE Class 10 Chapter 1,CBSE,Physics,Class 10,Advanced,video,28,https://www.youtube.com/watch?v=--tPQ4iui1c&pp=ygUuQ0JTRSBDbGFzcyAxMCBQaHlzaWNzIGZ1bGwgY2hhcHRlciBleHBsYW5hdGlvbg%3D%3D
